# SD_tot is the amplitude of the overall spectral distortion (SD)
# The SD[i] are the amplitudes of the individual SDs
# The SDs are given in units [10^-26 W m^-2 Hz^-1 sr^-1] 
#
# 1:Dimensionless frequency x     2:Frequency nu [GHz]     3:SD_tot                 4:SD[g]                  5:SD[y]                  6:SD[mu]             
       2.466555093835e-02       1.400763376565e+00       0.000000000000e+00       0.000000000000e+00      -1.154281588606e-03      -1.093057842820e-01 
       2.508931247539e-02       1.424828910028e+00       0.000000000000e+00       0.000000000000e+00      -1.194279898007e-03      -1.111617590660e-01 
       2.552035436229e-02       1.449307896548e+00       0.000000000000e+00       0.000000000000e+00      -1.235664083325e-03      -1.130488566160e-01 
       2.595880167763e-02       1.474207439372e+00       0.000000000000e+00       0.000000000000e+00      -1.278482152279e-03      -1.149675849974e-01 
       2.640478164889e-02       1.499534763784e+00       0.000000000000e+00       0.000000000000e+00      -1.322783774861e-03      -1.169184600725e-01 
       2.685842368935e-02       1.525297219200e+00       0.000000000000e+00       0.000000000000e+00      -1.368620340841e-03      -1.189020056010e-01 
       2.731985943564e-02       1.551502281299e+00       0.000000000000e+00       0.000000000000e+00      -1.416045019255e-03      -1.209187533426e-01 
       2.778922278597e-02       1.578157554197e+00       0.000000000000e+00       0.000000000000e+00      -1.465112819945e-03      -1.229692431588e-01 
       2.826664993894e-02       1.605270772650e+00       0.000000000000e+00       0.000000000000e+00      -1.515880657234e-03      -1.250540231159e-01 
       2.875227943309e-02       1.632849804299e+00       0.000000000000e+00       0.000000000000e+00      -1.568407415781e-03      -1.271736495881e-01 
       2.924625218709e-02       1.660902651955e+00       0.000000000000e+00       0.000000000000e+00      -1.622754018728e-03      -1.293286873617e-01 
       2.974871154064e-02       1.689437455918e+00       0.000000000000e+00       0.000000000000e+00      -1.678983498182e-03      -1.315197097388e-01 
       3.025980329605e-02       1.718462496342e+00       0.000000000000e+00       0.000000000000e+00      -1.737161068140e-03      -1.337472986420e-01 
       3.077967576058e-02       1.747986195634e+00       0.000000000000e+00       0.000000000000e+00      -1.797354199925e-03      -1.360120447193e-01 
       3.130847978942e-02       1.778017120905e+00       0.000000000000e+00       0.000000000000e+00      -1.859632700220e-03      -1.383145474488e-01 
       3.184636882953e-02       1.808563986447e+00       0.000000000000e+00       0.000000000000e+00      -1.924068791803e-03      -1.406554152447e-01 
       3.239349896410e-02       1.839635656269e+00       0.000000000000e+00       0.000000000000e+00      -1.990737197053e-03      -1.430352655621e-01 
       3.295002895792e-02       1.871241146665e+00       0.000000000000e+00       0.000000000000e+00      -2.059715224344e-03      -1.454547250028e-01 
       3.351612030335e-02       1.903389628832e+00       0.000000000000e+00       0.000000000000e+00      -2.131082857414e-03      -1.479144294211e-01 
       3.409193726730e-02       1.936090431531e+00       0.000000000000e+00       0.000000000000e+00      -2.204922847811e-03      -1.504150240292e-01 
       3.467764693878e-02       1.969353043793e+00       0.000000000000e+00       0.000000000000e+00      -2.281320810524e-03      -1.529571635027e-01 
       3.527341927747e-02       2.003187117676e+00       0.000000000000e+00       0.000000000000e+00      -2.360365322913e-03      -1.555415120861e-01 
       3.587942716300e-02       2.037602471061e+00       0.000000000000e+00       0.000000000000e+00      -2.442148027041e-03      -1.581687436980e-01 
       3.649584644513e-02       2.072609090502e+00       0.000000000000e+00       0.000000000000e+00      -2.526763735526e-03      -1.608395420356e-01 
       3.712285599475e-02       2.108217134128e+00       0.000000000000e+00       0.000000000000e+00      -2.614310541049e-03      -1.635546006798e-01 
       3.776063775584e-02       2.144436934586e+00       0.000000000000e+00       0.000000000000e+00      -2.704889929613e-03      -1.663146231984e-01 
       3.840937679820e-02       2.181279002041e+00       0.000000000000e+00       0.000000000000e+00      -2.798606897713e-03      -1.691203232503e-01 
       3.906926137119e-02       2.218754027226e+00       0.000000000000e+00       0.000000000000e+00      -2.895570073531e-03      -1.719724246878e-01 
       3.974048295838e-02       2.256872884544e+00       0.000000000000e+00       0.000000000000e+00      -2.995891842296e-03      -1.748716616589e-01 
       4.042323633304e-02       2.295646635223e+00       0.000000000000e+00       0.000000000000e+00      -3.099688475955e-03      -1.778187787082e-01 
       4.111771961474e-02       2.335086530528e+00       0.000000000000e+00       0.000000000000e+00      -3.207080267304e-03      -1.808145308777e-01 
       4.182413432678e-02       2.375204015021e+00       0.000000000000e+00       0.000000000000e+00      -3.318191668720e-03      -1.838596838054e-01 
       4.254268545471e-02       2.416010729888e+00       0.000000000000e+00       0.000000000000e+00      -3.433151435668e-03      -1.869550138235e-01 
       4.327358150576e-02       2.457518516313e+00       0.000000000000e+00       0.000000000000e+00      -3.552092775123e-03      -1.901013080551e-01 
       4.401703456943e-02       2.499739418914e+00       0.000000000000e+00       0.000000000000e+00      -3.675153499096e-03      -1.932993645095e-01 
       4.477326037892e-02       2.542685689241e+00       0.000000000000e+00       0.000000000000e+00      -3.802476183427e-03      -1.965499921754e-01 
       4.554247837384e-02       2.586369789328e+00       0.000000000000e+00       0.000000000000e+00      -3.934208332019e-03      -1.998540111135e-01 
       4.632491176382e-02       2.630804395310e+00       0.000000000000e+00       0.000000000000e+00      -4.070502546709e-03      -2.032122525457e-01 
       4.712078759328e-02       2.676002401103e+00       0.000000000000e+00       0.000000000000e+00      -4.211516702958e-03      -2.066255589438e-01 
       4.793033680736e-02       2.721976922144e+00       0.000000000000e+00       0.000000000000e+00      -4.357414131563e-03      -2.100947841149e-01 
       4.875379431889e-02       2.768741299197e+00       0.000000000000e+00       0.000000000000e+00      -4.508363806591e-03      -2.136207932849e-01 
       4.959139907658e-02       2.816309102225e+00       0.000000000000e+00       0.000000000000e+00      -4.664540539745e-03      -2.172044631795e-01 
       5.044339413435e-02       2.864694134326e+00       0.000000000000e+00       0.000000000000e+00      -4.826125181387e-03      -2.208466821020e-01 
       5.131002672185e-02       2.913910435739e+00       0.000000000000e+00       0.000000000000e+00      -4.993304828429e-03      -2.245483500089e-01 
       5.219154831622e-02       2.963972287921e+00       0.000000000000e+00       0.000000000000e+00      -5.166273039338e-03      -2.283103785817e-01 
       5.308821471504e-02       3.014894217684e+00       0.000000000000e+00       0.000000000000e+00      -5.345230056481e-03      -2.321336912957e-01 
       5.400028611059e-02       3.066691001421e+00       0.000000000000e+00       0.000000000000e+00      -5.530383036077e-03      -2.360192234848e-01 
       5.492802716531e-02       3.119377669383e+00       0.000000000000e+00       0.000000000000e+00      -5.721946285982e-03      -2.399679224035e-01 
       5.587170708862e-02       3.172969510047e+00       0.000000000000e+00       0.000000000000e+00      -5.920141511599e-03      -2.439807472835e-01 
       5.683159971506e-02       3.227482074551e+00       0.000000000000e+00       0.000000000000e+00      -6.125198070172e-03      -2.480586693870e-01 
       5.780798358372e-02       3.282931181205e+00       0.000000000000e+00       0.000000000000e+00      -6.337353233744e-03      -2.522026720547e-01 
       5.880114201905e-02       3.339332920085e+00       0.000000000000e+00       0.000000000000e+00      -6.556852461069e-03      -2.564137507499e-01 
       5.981136321313e-02       3.396703657695e+00       0.000000000000e+00       0.000000000000e+00      -6.783949678789e-03      -2.606929130964e-01 
       6.083894030925e-02       3.455060041724e+00       0.000000000000e+00       0.000000000000e+00      -7.018907572167e-03      -2.650411789113e-01 
       6.188417148701e-02       3.514419005872e+00       0.000000000000e+00       0.000000000000e+00      -7.261997885706e-03      -2.694595802327e-01 
       6.294736004879e-02       3.574797774765e+00       0.000000000000e+00       0.000000000000e+00      -7.513501733987e-03      -2.739491613404e-01 
       6.402881450782e-02       3.636213868954e+00       0.000000000000e+00       0.000000000000e+00      -7.773709923049e-03      -2.785109787704e-01 
       6.512884867768e-02       3.698685109996e+00       0.000000000000e+00       0.000000000000e+00      -8.042923282680e-03      -2.831461013233e-01 
       6.624778176335e-02       3.762229625630e+00       0.000000000000e+00       0.000000000000e+00      -8.321453009969e-03      -2.878556100642e-01 
       6.738593845386e-02       3.826865855035e+00       0.000000000000e+00       0.000000000000e+00      -8.609621024493e-03      -2.926405983165e-01 
       6.854364901647e-02       3.892612554179e+00       0.000000000000e+00       0.000000000000e+00      -8.907760335527e-03      -2.975021716469e-01 
       6.972124939256e-02       3.959488801265e+00       0.000000000000e+00       0.000000000000e+00      -9.216215421671e-03      -3.024414478418e-01 
       7.091908129506e-02       4.027514002263e+00       0.000000000000e+00       0.000000000000e+00      -9.535342623301e-03      -3.074595568758e-01 
       7.213749230766e-02       4.096707896545e+00       0.000000000000e+00       0.000000000000e+00      -9.865510548268e-03      -3.125576408702e-01 
       7.337683598560e-02       4.167090562612e+00       0.000000000000e+00       0.000000000000e+00      -1.020710049128e-02      -3.177368540418e-01 
       7.463747195834e-02       4.238682423917e+00       0.000000000000e+00       0.000000000000e+00      -1.056050686740e-02      -3.229983626420e-01 
       7.591976603386e-02       4.311504254796e+00       0.000000000000e+00       0.000000000000e+00      -1.092613766018e-02      -3.283433448841e-01 
       7.722409030484e-02       4.385577186495e+00       0.000000000000e+00       0.000000000000e+00      -1.130441488477e-02      -3.337729908607e-01 
       7.855082325663e-02       4.460922713298e+00       0.000000000000e+00       0.000000000000e+00      -1.169577506669e-02      -3.392885024477e-01 
       7.990034987706e-02       4.537562698771e+00       0.000000000000e+00       0.000000000000e+00      -1.210066973656e-02      -3.448910931975e-01 
       8.127306176817e-02       4.615519382100e+00       0.000000000000e+00       0.000000000000e+00      -1.251956594149e-02      -3.505819882173e-01 
       8.266935725984e-02       4.694815384548e+00       0.000000000000e+00       0.000000000000e+00      -1.295294677353e-02      -3.563624240355e-01 
       8.408964152537e-02       4.775473716018e+00       0.000000000000e+00       0.000000000000e+00      -1.340131191582e-02      -3.622336484523e-01 
       8.553432669907e-02       4.857517781729e+00       0.000000000000e+00       0.000000000000e+00      -1.386517820690e-02      -3.681969203766e-01 
       8.700383199584e-02       4.940971389010e+00       0.000000000000e+00       0.000000000000e+00      -1.434508022394e-02      -3.742535096457e-01 
       8.849858383280e-02       5.025858754206e+00       0.000000000000e+00       0.000000000000e+00      -1.484157088527e-02      -3.804046968299e-01 
       9.001901595307e-02       5.112204509707e+00       0.000000000000e+00       0.000000000000e+00      -1.535522207304e-02      -3.866517730190e-01 
       9.156556955158e-02       5.200033711094e+00       0.000000000000e+00       0.000000000000e+00      -1.588662527644e-02      -3.929960395910e-01 
       9.313869340314e-02       5.289371844411e+00       0.000000000000e+00       0.000000000000e+00      -1.643639225630e-02      -3.994388079618e-01 
       9.473884399264e-02       5.380244833560e+00       0.000000000000e+00       0.000000000000e+00      -1.700515573168e-02      -4.059813993154e-01 
       9.636648564751e-02       5.472679047821e+00       0.000000000000e+00       0.000000000000e+00      -1.759357008908e-02      -4.126251443132e-01 
       9.802209067247e-02       5.566701309510e+00       0.000000000000e+00       0.000000000000e+00      -1.820231211508e-02      -4.193713827820e-01 
       9.970613948658e-02       5.662338901755e+00       0.000000000000e+00       0.000000000000e+00      -1.883208175303e-02      -4.262214633789e-01 
       1.014191207626e-01       5.759619576419e+00       0.000000000000e+00       0.000000000000e+00      -1.948360288467e-02      -4.331767432331e-01 
       1.031615315690e-01       5.858571562149e+00       0.000000000000e+00       0.000000000000e+00      -2.015762413728e-02      -4.402385875632e-01 
       1.049338775137e-01       5.959223572567e+00       0.000000000000e+00       0.000000000000e+00      -2.085491971727e-02      -4.474083692680e-01 
       1.067366728915e-01       6.061604814607e+00       0.000000000000e+00       0.000000000000e+00      -2.157629027098e-02      -4.546874684914e-01 
       1.085704408328e-01       6.165744996985e+00       0.000000000000e+00       0.000000000000e+00      -2.232256377351e-02      -4.620772721586e-01 
       1.104357134553e-01       6.271674338820e+00       0.000000000000e+00       0.000000000000e+00      -2.309459644638e-02      -4.695791734832e-01 
       1.123330320189e-01       6.379423578408e+00       0.000000000000e+00       0.000000000000e+00      -2.389327370499e-02      -4.771945714440e-01 
       1.142629470825e-01       6.489023982135e+00       0.000000000000e+00       0.000000000000e+00      -2.471951113666e-02      -4.849248702296e-01 
       1.162260186637e-01       6.600507353556e+00       0.000000000000e+00       0.000000000000e+00      -2.557425551025e-02      -4.927714786499e-01 
       1.182228164014e-01       6.713906042617e+00       0.000000000000e+00       0.000000000000e+00      -2.645848581816e-02      -5.007358095132e-01 
       1.202539197211e-01       6.829252955048e+00       0.000000000000e+00       0.000000000000e+00      -2.737321435180e-02      -5.088192789665e-01 
       1.223199180028e-01       6.946581561909e+00       0.000000000000e+00       0.000000000000e+00      -2.831948781147e-02      -5.170233057990e-01 
       1.244214107524e-01       7.065925909303e+00       0.000000000000e+00       0.000000000000e+00      -2.929838845148e-02      -5.253493107054e-01 
       1.265590077756e-01       7.187320628253e+00       0.000000000000e+00       0.000000000000e+00      -3.031103526176e-02      -5.337987155091e-01 
       1.287333293545e-01       7.310800944757e+00       0.000000000000e+00       0.000000000000e+00      -3.135858518686e-02      -5.423729423423e-01 
       1.309450064280e-01       7.436402690004e+00       0.000000000000e+00       0.000000000000e+00      -3.244223438330e-02      -5.510734127813e-01 
       1.331946807746e-01       7.564162310774e+00       0.000000000000e+00       0.000000000000e+00      -3.356321951656e-02      -5.599015469369e-01 
       1.354830051989e-01       7.694116880012e+00       0.000000000000e+00       0.000000000000e+00      -3.472281909864e-02      -5.688587624946e-01 
       1.378106437207e-01       7.826304107590e+00       0.000000000000e+00       0.000000000000e+00      -3.592235486726e-02      -5.779464737064e-01 
       1.401782717680e-01       7.960762351246e+00       0.000000000000e+00       0.000000000000e+00      -3.716319320799e-02      -5.871660903294e-01 
       1.425865763728e-01       8.097530627713e+00       0.000000000000e+00       0.000000000000e+00      -3.844674662029e-02      -5.965190165100e-01 
       1.450362563704e-01       8.236648624047e+00       0.000000000000e+00       0.000000000000e+00      -3.977447522868e-02      -6.060066496119e-01 
       1.475280226026e-01       8.378156709137e+00       0.000000000000e+00       0.000000000000e+00      -4.114788834020e-02      -6.156303789851e-01 
       1.500625981233e-01       8.522095945422e+00       0.000000000000e+00       0.000000000000e+00      -4.256854604934e-02      -6.253915846729e-01 
       1.526407184091e-01       8.668508100806e+00       0.000000000000e+00       0.000000000000e+00      -4.403806089164e-02      -6.352916360564e-01 
       1.552631315718e-01       8.817435660779e+00       0.000000000000e+00       0.000000000000e+00      -4.555809954712e-02      -6.453318904313e-01 
       1.579305985765e-01       8.968921840743e+00       0.000000000000e+00       0.000000000000e+00      -4.713038459483e-02      -6.555136915170e-01 
       1.606438934616e-01       9.123010598554e+00       0.000000000000e+00       0.000000000000e+00      -4.875669631967e-02      -6.658383678926e-01 
       1.634038035637e-01       9.279746647277e+00       0.000000000000e+00       0.000000000000e+00      -5.043887457266e-02      -6.763072313598e-01 
       1.662111297462e-01       9.439175468162e+00       0.000000000000e+00       0.000000000000e+00      -5.217882068606e-02      -6.869215752269e-01 
       1.690666866316e-01       9.601343323839e+00       0.000000000000e+00       0.000000000000e+00      -5.397849944433e-02      -6.976826725132e-01 
       1.719713028378e-01       9.766297271744e+00       0.000000000000e+00       0.000000000000e+00      -5.583994111230e-02      -7.085917740694e-01 
       1.749258212185e-01       9.934085177775e+00       0.000000000000e+00       0.000000000000e+00      -5.776524352174e-02      -7.196501066106e-01 
       1.779310991080e-01       1.010475573018e+01       0.000000000000e+00       0.000000000000e+00      -5.975657421746e-02      -7.308588706597e-01 
       1.809880085698e-01       1.027835845368e+01       0.000000000000e+00       0.000000000000e+00      -6.181617266417e-02      -7.422192383961e-01 
       1.840974366498e-01       1.045494372386e+01       0.000000000000e+00       0.000000000000e+00      -6.394635251531e-02      -7.537323514079e-01 
       1.872602856336e-01       1.063456278176e+01       0.000000000000e+00       0.000000000000e+00      -6.614950394481e-02      -7.653993183419e-01 
       1.904774733082e-01       1.081726774876e+01       0.000000000000e+00       0.000000000000e+00      -6.842809604319e-02      -7.772212124494e-01 
       1.937499332286e-01       1.100311164169e+01       0.000000000000e+00       0.000000000000e+00      -7.078467927873e-02      -7.891990690223e-01 
       1.970786149885e-01       1.119214838825e+01       0.000000000000e+00       0.000000000000e+00      -7.322188802498e-02      -8.013338827167e-01 
       2.004644844959e-01       1.138443284262e+01       0.000000000000e+00       0.000000000000e+00      -7.574244315557e-02      -8.136266047585e-01 
       2.039085242534e-01       1.158002080137e+01       0.000000000000e+00       0.000000000000e+00      -7.834915470707e-02      -8.260781400276e-01 
       2.074117336432e-01       1.177896901972e+01       0.000000000000e+00       0.000000000000e+00      -8.104492461103e-02      -8.386893440160e-01 
       2.109751292174e-01       1.198133522792e+01       0.000000000000e+00       0.000000000000e+00      -8.383274949575e-02      -8.514610196543e-01 
       2.145997449925e-01       1.218717814806e+01       0.000000000000e+00       0.000000000000e+00      -8.671572355867e-02      -8.643939140028e-01 
       2.182866327500e-01       1.239655751108e+01       0.000000000000e+00       0.000000000000e+00      -8.969704150987e-02      -8.774887148021e-01 
       2.220368623411e-01       1.260953407415e+01       0.000000000000e+00       0.000000000000e+00      -9.278000158733e-02      -8.907460468777e-01 
       2.258515219974e-01       1.282616963822e+01       0.000000000000e+00       0.000000000000e+00      -9.596800864418e-02      -9.041664683931e-01 
       2.297317186467e-01       1.304652706602e+01       0.000000000000e+00       0.000000000000e+00      -9.926457730840e-02      -9.177504669472e-01 
       2.336785782341e-01       1.327067030030e+01       0.000000000000e+00       0.000000000000e+00      -1.026733352150e-01      -9.314984555087e-01 
       2.376932460489e-01       1.349866438233e+01       0.000000000000e+00       0.000000000000e+00      -1.061980263107e-01      -9.454107681835e-01 
       2.417768870566e-01       1.373057547083e+01       0.000000000000e+00       0.000000000000e+00      -1.098425142309e-01      -9.594876558083e-01 
       2.459306862373e-01       1.396647086115e+01       0.000000000000e+00       0.000000000000e+00      -1.136107857485e-01      -9.737292813634e-01 
       2.501558489294e-01       1.420641900477e+01       0.000000000000e+00       0.000000000000e+00      -1.175069542943e-01      -9.881357152014e-01 
       2.544536011793e-01       1.445048952922e+01       0.000000000000e+00       0.000000000000e+00      -1.215352635475e-01      -1.002706930082e+00 
       2.588251900974e-01       1.469875325822e+01       0.000000000000e+00       0.000000000000e+00      -1.257000910964e-01      -1.017442796008e+00 
       2.632718842197e-01       1.495128223229e+01       0.000000000000e+00       0.000000000000e+00      -1.300059521665e-01      -1.032343074858e+00 
       2.677949738760e-01       1.520814972960e+01       0.000000000000e+00       0.000000000000e+00      -1.344575034155e-01      -1.047407414802e+00 
       2.723957715644e-01       1.546943028729e+01       0.000000000000e+00       0.000000000000e+00      -1.390595467931e-01      -1.062635344504e+00 
       2.770756123322e-01       1.573519972306e+01       0.000000000000e+00       0.000000000000e+00      -1.438170334627e-01      -1.078026267091e+00 
       2.818358541630e-01       1.600553515716e+01       0.000000000000e+00       0.000000000000e+00      -1.487350677831e-01      -1.093579453893e+00 
       2.866778783713e-01       1.628051503481e+01       0.000000000000e+00       0.000000000000e+00      -1.538189113469e-01      -1.109294037942e+00 
       2.916030900025e-01       1.656021914895e+01       0.000000000000e+00       0.000000000000e+00      -1.590739870713e-01      -1.125169007215e+00 
       2.966129182417e-01       1.684472866336e+01       0.000000000000e+00       0.000000000000e+00      -1.645058833390e-01      -1.141203197629e+00 
       3.017088168273e-01       1.713412613627e+01       0.000000000000e+00       0.000000000000e+00      -1.701203581830e-01      -1.157395285768e+00 
       3.068922644736e-01       1.742849554425e+01       0.000000000000e+00       0.000000000000e+00      -1.759233435109e-01      -1.173743781332e+00 
       3.121647652997e-01       1.772792230665e+01       0.000000000000e+00       0.000000000000e+00      -1.819209493635e-01      -1.190247019314e+00 
       3.175278492658e-01       1.803249331031e+01       0.000000000000e+00       0.000000000000e+00      -1.881194682008e-01      -1.206903151881e+00 
       3.229830726173e-01       1.834229693484e+01       0.000000000000e+00       0.000000000000e+00      -1.945253792076e-01      -1.223710139958e+00 
       3.285320183365e-01       1.865742307824e+01       0.000000000000e+00       0.000000000000e+00      -2.011453526136e-01      -1.240665744513e+00 
       3.341762966015e-01       1.897796318296e+01       0.000000000000e+00       0.000000000000e+00      -2.079862540155e-01      -1.257767517516e+00 
       3.399175452541e-01       1.930401026248e+01       0.000000000000e+00       0.000000000000e+00      -2.150551486958e-01      -1.275012792584e+00 
       3.457574302744e-01       1.963565892828e+01       0.000000000000e+00       0.000000000000e+00      -2.223593059238e-01      -1.292398675288e+00 
       3.516976462648e-01       1.997300541727e+01       0.000000000000e+00       0.000000000000e+00      -2.299062032311e-01      -1.309922033128e+00 
       3.577399169413e-01       2.031614761978e+01       0.000000000000e+00       0.000000000000e+00      -2.377035306466e-01      -1.327579485145e+00 
       3.638859956339e-01       2.066518510787e+01       0.000000000000e+00       0.000000000000e+00      -2.457591948782e-01      -1.345367391191e+00 
       3.701376657953e-01       2.102021916434e+01       0.000000000000e+00       0.000000000000e+00      -2.540813234262e-01      -1.363281840820e+00 
